Fleetio ID,Vehicle Name,Date,Meter Type,Meter Value,Meter Unit,Void,Auto Void Reason,Meter Source,Created On (Pacific Time (US & Canada)),Updated On (Pacific Time (US & Canada)),Vehicle Group,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Trim,Vehicle Type,Vehicle Status,Vehicle VIN/SN,Date Rental Rates Updated,Rental Rate Description,Hourly Rental Rate,Daily Rental Rate,Weekly Rental Rate,Monthly Rental Rate,Drain Plug Size,Napa Oil Filter (capacity),Napa Fuel Filter,NAPA Air Filter (Outer),NAPA Air Filter (Inner),NAPA Fuel/Water Separator,NAPA Coolant Filter,NAPA Hydraulic Filter,NAPA Transmission Filter,NAPA Fan Belt,NAPA AC Belt,Antifreeze,Cost to Replace,Sold Price,Sold Date
1271250221,ST6,06/16/2026,Primary,114520.0,mi,FALSE,,Inspection #112411568,06/16/2026 06:55:17 AM,06/16/2026 06:55:17 AM,Fleet,2016,Ford,F-550 Super Duty,4WD Crew Cab,Service Truck,Active,1FD0W5HT9GED17018,,"","","","","","","","","","","","","","","","","","","",
1271247227,ST6,06/16/2026,Primary,114520.0,mi,FALSE,,Manual,06/16/2026 06:49:44 AM,06/16/2026 06:49:44 AM,Fleet,2016,Ford,F-550 Super Duty,4WD Crew Cab,Service Truck,Active,1FD0W5HT9GED17018,,"","","","","","","","","","","","","","","","","","","",
1271246183,EX12,06/16/2026,Primary,5426.0,hr,FALSE,,Manual,06/16/2026 06:47:16 AM,06/16/2026 06:47:16 AM,,2016,Caterpillar,325FL CR,,Excavator,Active,CAT0325FEXAA00419,,"","","","","","","","","","","","","","","","","","","",
1269971883,ME7,06/15/2026,Primary,5248.0,hr,FALSE,,Manual,06/15/2026 06:32:45 AM,06/15/2026 06:32:45 AM,,2018,Caterpillar,305E2 CRCB,,Mini Excavator,Active,0H5M07082,,"",$102.00,$415.00,"$1,680.00","$5,032.00","","",600586 / CAT 363-5819 Incline,9462,9463 / CAT 415-2593,"","","","","","","","","",
1269971455,ME5,06/15/2026,Primary,6189.0,hr,FALSE,,Manual,06/15/2026 06:31:49 AM,06/15/2026 06:31:49 AM,,2018,Caterpillar,308E2 CRCB,,Mini Excavator,Active,0FJX10204,,"",$102.00,$415.00,"$1,680.00","$5,032.00","","",9462,9463 / CAT 415-2593,"","","","","","","","","","",
1269953500,WL3,06/15/2026,Primary,12707.0,hr,FALSE,,Manual,06/15/2026 06:19:31 AM,06/15/2026 06:19:31 AM,,2008,John Deere,544J,,Wheel Loader,Active,DW544JZ619585,,"",$187.00,$748.00,"$3,019.00","$8,738.00","",7750S,"3248, 3977, 3978",600104,"","","","","","","","","","",
1269951561,RL8,06/15/2026,Primary,749.0,hr,FALSE,,Manual,06/15/2026 06:16:57 AM,06/15/2026 06:16:57 AM,,2011,HAMM,HD12,,Roller,Active,H2001478,,"","","","","","","","","","","","","","","","","","","",
1269950774,ME9,06/15/2026,Primary,560.0,hr,FALSE,,Manual,06/15/2026 06:16:13 AM,06/15/2026 06:16:13 AM,,2025,Caterpillar,304CRCB,,Mini Excavator,Active,AN406574,,"","","","","","","","","","","","","","","","","","","",
1269950155,EX11,06/15/2026,Primary,3679.0,hr,FALSE,,Manual,06/15/2026 06:15:32 AM,06/15/2026 06:15:32 AM,,2018,Caterpillar,320GC,,Excavator,Active,CAT320GCKKTN00183,,"","","","","","","","","","","","","","","","","","","",
1269949295,BH1,06/15/2026,Primary,4484.0,hr,FALSE,,Manual,06/15/2026 06:14:46 AM,06/15/2026 06:14:46 AM,,2007,Caterpillar,420E,,Backhoe,Active,CAT0420ECHLS04735,,"",$92.00,$365.00,"$1,351.00","$4,043.00","",1459,3609,9108,9109,"","","","","","","","","",
